"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10","G1_1","G2_2","G1_3","G2_4","G1_5","G2_6","G1_7","G2_8","G1_9","G2_10"
"P00326",28306.4533348647,74123.2467572749,2743919.84948568,3568813.41060736,1437158.76653142,298268.05213007,7682491.66684446,1060995.27519259,3076001.0741189,131454.467855503,729065.122557733,539521.468797042,389593.888882876,200651.414581468,210381.656357695,240524.659372639,204752.858309621,685002.684364769,3504482.92718885,203238.371595112
"P00327",911575.44201111,33408.6125908735,277663049.298423,48802916.2470598,3006451.16081755,3670781.26760667,80896585.5360224,70073753.4979322,7475226.28206825,78510.1188239812,18636985.3283181,621526.814996371,295581.519267275,105191.702119942,9552896.45939749,75307010.7380779,206666.653194449,11200444.6915929,222449371.150146,358209.949701141
"P00328",189084.434771694,56428.6055775849,585087.442433954,42772210.978591,1194286.25627353,120762.274618962,2493794.72928079,9464707.15569834,1659879.01133238,221570.086207347,3853438.30344112,436350.845743181,343373.475245079,111521.124794626,60685.3485077745,2981738.56356504,204497.559065631,1008565.44135603,728127.304863423,198094.042434636
"P00329",53627.7710363822,95781.0513739195,183342.400904623,2861588.40391947,333404.990123438,91067.6882338571,1351648.71439858,400439.240611745,909485.31895486,238573.282361309,38890.4025043709,491139.129908102,320093.790198418,148852.522749467,188291.283196457,1491415.68582807,175914.662845789,524666.479153536,55847.780397615,149023.617696819
"P00330",372138.023773075,72728.3495873123,4442043.27157098,1273701.05666847,6157722.34162155,654552.364060333,15588253.4536638,13300732.9546871,10886563.9633824,104622.737069708,1935647.69104106,604843.819840917,290716.21108511,172979.396078145,3460507.37283474,975078.931270403,196733.787864314,6627064.72031948,988338.676878739,245446.341329978
"P00331",11373.4793571218,112364.672910577,34723.0601760928,572248.962841212,14209.0722476419,7022.41729361272,253627.437353005,22991.8608799947,162625.908045016,321816.36897629,6195.46974009979,390561.043388513,475032.248517695,222123.424964045,3000.04169580889,6409.70740061746,165379.446786281,106556.864203952,10453.5669024813,134317.377442507
"P00332",80967.0899944857,70233.034239919,4285984.27808905,3324875.01658337,476831.037719165,40537.4738957827,14605610.5708475,1767009.92103624,1971343.80112296,179955.533274689,394858.443923944,459481.875166056,413238.49756069,177439.577670934,59001.1985444569,122903.177409985,203298.882103801,669064.369322631,639310.46218808,236586.393117743
"P00333",35442.9501300065,103237.822021751,616588.5451104,614672.794065405,332798.271502474,203983.556692334,559000.621803664,2448808.55651295,1104056.25368474,289591.839522328,54578.7919161716,497397.47475028,461245.62985986,183936.421006201,157907.57526315,1629830.15635197,181631.420029745,304864.233081931,601618.848899482,200287.773977977
"P00334",10783.0283603321,65634.7447486355,23324.4936493336,11971373.9722178,135509.388897867,232594.13546256,268147.603852701,5773030.19166725,595764.368141048,156452.479965103,54386.5797174911,563001.215036324,471109.928089655,147398.43580303,6108.17297604784,3591754.92155146,176015.656901079,1661586.16010805,42067.900469834,181046.703854607
"P00335",45411.7871720001,74264.9342616349,2846096.33712066,1152566.36097277,1312235.82993836,279799.408317085,296380.378025286,748057.566648606,2133413.43437816,311724.177128287,532493.921186007,504915.605077463,448505.735871715,214709.369109571,173760.714339906,1951104.36471259,202122.983516947,1029956.91810167,407164.299327905,179981.615181967
"P00336",50995.441785705,116132.982135659,314873.846173066,627567.121687655,1951407.57357548,65950.2001046387,265053.588473026,400308.181794332,2245640.57490632,318818.46622588,45402.917577898,553264.315975361,458978.149577023,176372.569310155,86848.1922657026,204661.913976092,179051.904740698,732116.570487318,127848.030159842,134631.054045573
"P00337",18578058.8549001,23410.3519312022,25567321843.0888,5527681165.47424,1318650149.24912,40886599.9454188,21615159855.9364,4325225958.63358,255588463.267318,20318.1018791356,4715796947.30022,761552.65850952,127023.4265529,57303.1430295995,132373101.223785,879623615.972887,202855.843535358,511559279.848859,9170814397.15395,1286621.23361048
"P00338",60917.0778646647,111681.210693611,1783185.80150974,354515.466657225,3592070.92371082,101867.717563707,1649947.75160629,3332250.44871431,483471.158595168,126335.108177333,29385.2508746352,532992.985834638,415450.483213945,198820.999066439,1057373.6507066,305577.331480382,204148.158798258,5137243.2167988,892259.257930915,207109.872121087
"P00339",83298.9887255002,51406.2529658546,6321662.02184653,4927803.65462493,648004.846341503,409316.876595955,35628483.892838,7131199.12034097,7583503.32252312,171138.140133668,295490.664277577,568158.972556094,282606.790506775,139038.57214726,779204.964820497,1471976.86489447,205539.930672291,1667870.97769954,2757145.20542273,177010.522589318
"P00340",167833.375886473,80242.5919341537,2590296.60379574,48773927.9929634,374402.273209662,31136.9360592556,1039497.6100015,460382.762424641,1902369.0757802,306376.372426196,200601.774821994,429460.048592229,273041.008875838,165200.888814068,8242.55807742897,66076.4919203612,206853.0073724,257432.471016221,1084328.80108551,181827.286000476
"P00341",5130.16965551431,112881.31320423,1171.16821880931,153764.969248735,32630.8268888315,2412.19869925246,51769.1601192898,11255.6094160804,53942.4396975039,265137.419840573,3515.80476745255,199025.108433077,408539.654444497,209708.55812361,1981.26277482659,5046.72273789759,74483.620401226,81801.0952128392,3057.49163717675,77500.6715717471
"P00342",68746.8438671875,61615.34905242,13127961.6671438,351116.285978554,1797886.59446316,822395.478742321,2180662.99584751,7689520.97248949,2688946.08305759,98910.2702082001,853806.474034782,571327.013738748,399558.942345395,219138.197706475,840867.577430306,1149978.35280435,189884.941060816,9961471.45801339,16273845.6918832,188275.610679079
"P00343",115371.769690965,59277.2599234022,212667.917073215,1538612.80444264,745721.341079504,44249.8410560333,3173605.33390445,888482.419711629,901284.108789915,283635.907493948,47468.9903763821,466480.582725609,363172.51516921,123386.567527913,6849.88168122535,295326.050380885,199122.77297131,742183.421318457,128727.760197684,200772.556435486
"P00344",6880.27583378425,116771.689775426,39191.9809670958,45530.6153710656,13514.6148944261,3652.5555088202,238908.417344701,10345.7756452734,49848.6702047329,303913.858436738,8297.48603243387,266483.694264249,448868.693529282,220980.862622902,1332.76395446071,5151.19387033444,148173.663953004,18642.8723499957,4372.93571220357,85767.8379537706
"P00345",307951.97266131,54612.2114395313,945403650.028917,4125255.3618712,11575542.5186689,2611496.50650032,27826167.8074668,18624412.807076,8479069.82152621,57190.8924511816,8225059.00654473,619578.02455479,309287.204412265,155204.06161953,28005671.6984939,12562098.3272791,203598.675052342,13874232.8060362,4195830.54184708,308383.818856984
"P00346",677551.583998963,45543.4624494014,219686570.976605,5994541.39163006,2600766.79504599,517629.721032969,22983061.5254451,12909794.3692446,5329065.74563749,143291.990940912,2843638.27029842,602734.102378773,334177.127249294,116693.908731089,4566120.8792233,4405804.21331826,206909.203771969,6590771.62783678,3184648.05785113,240172.568788699
"P00347",18388.9845779011,117704.990258324,89212.6806977872,8165867.21999976,301717.275158637,58924.932156538,442266.464768106,115730.732065,504159.811219403,297559.235277739,26783.4387001563,469762.083489408,466283.228926737,213244.06586335,31864.2248832493,28546.2130753682,187923.846025655,410210.102424058,134304.461368369,96176.4434687406
"P00348",61173.6104960483,87876.3032827056,6871625.37264244,441324.331065397,563122.541259827,227503.421214678,1536644.88417009,2389666.33089579,645713.833113779,236115.71466891,442772.929643234,551329.558583874,408796.607094994,179328.828419212,37853.2127222679,237563.584704777,196309.305525461,2989508.00545626,1865261.16506094,203285.589894775
"P00349",10969.3901984288,114332.73220305,10874.6153612101,60718.8685238916,109246.733015455,33265.7705620021,70244.0376114117,53864.3630581135,188604.37254207,317876.679852578,6727.92796310908,204352.151983854,455236.552308757,183555.398872673,10016.9595851989,60933.9387655653,89313.169679233,127454.574353855,5608.89296946326,83255.7308980465
"P00350",20647.2264876408,117005.159334429,16146.1867969877,1316615.11598392,289087.998918135,23964.4290967367,1264260.58198402,105424.019480287,343605.703827095,298056.725073677,13575.6386461482,323897.855431328,468343.87455098,180930.761100956,4226.44903734554,55291.8266133943,151693.776105788,86161.4809471614,122799.179734319,97981.5674274887
"P00351",85558.6865824618,55358.591222094,4669123.76825925,11938269.943786,508986.107966893,225367.29973479,2553864.14159455,2384004.12070793,9002853.28015488,74553.7284646455,436026.941210543,578188.915341554,330814.46722472,163362.058368868,97781.1748803085,11304584.4738307,200502.692319268,6160069.67193631,3263302.41249007,174755.811790575
"P00352",9043.59643319839,96091.4559977214,13341.7684768567,11581054.667197,1123983.37004031,52072.2383238571,1298883.85845962,109471.123905093,870639.274518374,307149.583898228,65394.3695969871,356651.945965358,405891.455336956,200711.146602528,8214.05755022934,29687.8366205035,192262.982231291,244381.610431518,74779.268873633,179210.993392757
"P00353",55545.4718416192,93121.9761996325,2572850.55897292,24142330.2501063,3107578.05083416,90970.14960166,12448227.019549,1594616.72298655,3821515.14411591,140545.376691959,413974.555728723,414661.61607463,256729.106272889,140882.179469512,84331.7316332711,467271.119896567,201313.912425588,344351.705697401,426263.175650267,197727.419436419
"P00354",115053.192851826,90295.4050077513,610386.905672926,181481.072317485,434091.150226429,247969.624355844,424600.236356691,94709.2881473076,347912.447330328,299552.497295561,155368.237041284,483466.046474761,461786.831130547,221893.122440819,42084.8684071878,43970.438642337,179322.112732221,335513.746400561,43382.5165954361,127544.130196869
"P00355",1585457.02250999,43643.9439008472,116326661.762624,45951923.98525,32559653.5892321,352088.702078714,501662102.556147,35423469.2730556,15113151.7369553,80550.7438306713,8111417.98251022,598590.130894561,278411.875737366,74958.5904031271,531978.648227975,5863918.01459605,206747.9635642,7972849.22351678,24729153.5099898,315681.799629154
"P00356",26702.7287558473,91980.465239639,255139.03230603,262615.422486533,192058.447421934,45893.3601139803,207131.892499508,418022.88671509,751138.525605825,239585.695734922,46881.3525794722,514329.463147944,457713.017066484,220462.41789554,30967.2858429096,39098.4677236255,177512.734394588,426280.212233544,48640.4833667872,93802.3757054068
"P00357",296417.432012964,47440.3930035191,14639159.7223325,9309892.00732075,7699756.09070902,2345643.75290594,74994071.743601,14261542.0929184,4475815.51463504,52423.5102995416,699504.181842374,623394.043353607,286777.322097399,101982.093280406,8431229.70417807,21982541.0968607,205253.028713305,24712168.9105812,69474036.5093211,224073.055341652
"P00358",10967.515017051,108088.986903844,12859.5123142476,284349.302849001,192195.13496178,47104.6689277302,33453.6220065783,57688.1468789093,226439.495183341,325629.791900376,8392.97516785801,346665.47432848,446309.375586359,178656.518857374,5139.3380149148,34387.0021345025,145741.19034845,90289.5610500683,5145.45461711821,119300.944609834
"P00359",930088.631955216,32798.5207411344,40311751.9982445,62797956.1395194,21072584.0103632,1342653.39595423,42451685.567658,186092924.590482,15092918.6883344,72975.6011388571,4762637.374716,629102.040838801,189380.967371719,84764.9823121563,4966496.74967288,84097525.026713,205302.276022522,8618110.33295023,37374608.1739004,298834.224124884
"P00360",13226.0261721859,114877.623289292,38889.6026072761,652192.141454388,365369.274829302,35920.154844443,917270.879847063,37948.9091450024,545954.979978696,234101.965696229,161817.943262009,464730.838686223,477133.929841772,208202.897516818,15323.7844210278,141189.625600133,183514.773797507,306787.774749751,189691.987258432,154325.542072032
"P00361",76309.5683715615,82351.4718265628,1820204.31310925,9414273.7246478,894687.747908617,1010296.33218565,5115989.64504575,6506999.29355386,4285985.50278706,128416.084055424,750454.874465068,589644.077493472,341822.367209304,146388.028948571,181954.643043574,5910270.54930511,200566.038706869,2027478.11121182,18491586.0453241,200169.511331437
"P00362",422271.566533264,57141.0548899012,6062897.00371023,2233011.97757653,3313107.24661273,1431393.84582621,35929429.9629939,7557705.03622255,2656320.87953949,171376.6458762,2334939.31312487,593964.632109217,394445.613597644,147468.737251444,1548956.76574601,1077169.13447115,187533.032955663,13800902.4256716,9803097.92415681,191543.978241654
"P00363",530933.496812311,44124.9956130906,8136917.49688754,29149043.0450383,3159690.77182535,1597310.87844611,21006150.0094185,97978343.5857733,17592977.9390989,91754.5462060432,3749041.56825767,601858.666404695,265461.414304401,101989.425755874,7837457.5849813,3925935.54619795,206596.125332358,20451818.2170916,42856843.8251361,269839.910373928
"P00364",37054501.8270017,28092.510776348,302090216015.459,2536279485.39753,4842937703.79669,128107042.809259,62602542247.8481,47275433813.3776,229168218.313907,15100.2409188773,4928539502.97549,1107184.35979248,119193.721301773,56761.2057947428,1261012438.80763,7446758931.09198,207669.030209421,557750810.088523,32459629059.7132,2198826.76376963
"P00365",1323092.52021229,44993.9286375613,303032923.89255,2077851.51377121,14998940.3113772,5599416.16778842,47340710.409558,51825285.749997,17362293.1253386,56131.992119115,29294460.2952497,671957.650371149,219266.138401792,114594.078887242,12586856.5556393,16320753.6125292,205609.391084285,38197582.0211055,265398612.441055,321174.820331407
