"","G1_1","G2_2","G1_3","G2_4","G1_5","G2_1","G1_2","G2_3","G1_4","G2_5"
"P01416",4441758.67930692,509926.867150903,4918.90238657452,121490.586706994,12119.9973232613,20018.1349195373,26835.789043372,14297.4183090378,94781.2648947838,168121.325701944
"P01417",354325.200661383,15620.2335234311,319896.226786804,1202803.75531637,27540.9193444498,55391.3931268895,23258.0508723869,1361080.37425948,6160.6396659021,6973.38027714474
"P01418",495875.266869142,34326.0953566856,108954.576336429,1768434.82415621,23068.0547162839,104421.167717665,25229.9273340627,605596.3015272,17455.998273785,20305.943986202
"P01419",1825432.54233292,359198.82622218,29680.7277235453,176088.027498665,19909.2777975002,16419.6716948189,27747.7872119349,15418.4085410632,33255.8364299082,62003.9214954043
"P01420",2455938.44554398,108706.657480889,31659.9545848802,688447.562344687,19536.2459618544,69968.7860454898,27161.4974407527,264063.573289508,47062.41975788,74064.4774111074
"P01421",2465531.90170075,222190.675908658,15329.0186799193,501729.565885718,18479.9108245301,43770.1130101535,27721.941931829,53278.9702129561,49197.8162933736,93886.3342362959
"P01422",2670651.0955051,80670.2740274925,24456.776504881,1265091.30226079,18690.6717044316,89646.2588369528,27611.9280341589,126389.028403261,57451.3023689897,73613.4169756202
"P01423",598127.756988807,57135.4514435441,119775.249626523,1268096.91541422,28194.9201822114,76458.3720457114,25285.9286237854,222032.073326979,12580.5200197544,11067.2910738655
"P01424",149942.985709418,2779.75259522315,4143984.05015144,21890303.2460147,74950.7345045805,1911793.68918411,19327.3724893264,106417868.043904,1356.88186541731,3325.58477329746
"P01425",2625780.53643139,144243.041292995,31653.3825338231,341411.810525327,21293.2317601307,29773.1313376036,26874.4000929287,65286.1420647479,36919.6237824199,49642.8903196125
"P01426",772846.18501174,67193.5545815852,64320.4281683154,940128.122579484,27421.2023800696,41892.6508079176,25657.3424968218,386349.758194751,11440.1865377288,15157.4235408887
"P01427",2496854.60257877,79696.4177549858,34679.58665915,2635540.68796,19028.0549815697,238831.944495378,27768.8667806092,517899.915538735,61279.0985211641,99167.969517036
"P01428",4203424.58729179,391342.273627691,9034.94072777151,386631.117023228,12714.3636598574,28093.4278603917,27569.0001552815,20657.3977876457,96981.8658801067,170450.786146485
"P01429",3920291.31991965,614736.323126938,9376.1061762511,67321.2932289252,13280.167223511,6072.30507851137,26623.2433096331,3697.38517486205,63061.3609589203,139540.594627329
"P01430",799480.712722078,11894.9108139344,101735.530992348,7454054.15988849,23012.842372724,486186.515251594,24366.875520384,7523040.38776516,20646.2532436834,23185.4361645358
"P01431",4695339.93105337,661651.664939154,4756.6693439375,122190.218742543,12602.9222567693,14421.9418105683,26390.2455984648,3989.98494685284,96400.2288263849,185491.99036783
"P01432",1419984.5756693,364759.530277512,43456.6628972512,59085.0461976735,21669.9402410874,3092.56494023047,26116.5733151201,22241.4164919131,13639.1184193819,15417.5413243326
"P01433",227098.332311605,11042.5915525584,243570.216214195,3337193.32035998,31767.544276032,245424.876001709,22530.8510595079,6690738.54789853,8931.1992581769,7031.38753621
"P01434",2421079.79805299,85983.0200451745,18008.7072068706,1406582.30171629,20112.5864302394,149397.0837562,27254.1713023469,217230.419222688,54644.6653312628,92301.8704877151
"P01435",3610335.6352655,411035.320945166,5002.67615146436,149094.581262783,13635.3674056492,9168.91422004949,27737.1575620126,13294.8481792174,87214.9371943351,172783.859917685
"P01436",321522.995003367,332154.287563526,432427.681675415,190065.300454167,30089.3028299736,17110.3709760334,22906.1310170441,11666.2617242745,7115.00836771233,59839.3581159786
"P01437",2252665.51852636,322792.902597924,18703.3516662073,119801.194816494,17513.5471269283,8686.87126110311,27886.3634035389,16037.3506778267,36907.869325595,98121.5148301955
"P01438",3868131.6022243,591449.437619519,6863.9325616451,151797.735609077,16109.6163118953,12864.5802673726,27114.5667208476,12598.221916343,78519.8831562016,147864.787822457
"P01439",4446194.47269718,111671.578051452,4542.25952739992,863963.378517779,11643.7839886646,86622.7899322618,27156.6097035872,22828.8941140089,99017.0181324058,185938.05673608
"P01440",564741.275668309,25580.4154776887,96440.074366985,3855387.38567799,24494.3328568229,264019.087087913,25296.8642292355,1290058.03746017,23068.9869983021,24876.8064190625
"P01441",4549354.49510647,453754.696527646,6676.17491458552,235249.224524297,13510.7609753408,31705.4275149662,26960.5531077245,43829.1421860684,91452.3608484183,169705.164901601
"P01442",1550063.82719917,120854.613636007,47147.7209522168,527267.323536164,20901.5064291272,28161.5672397631,27246.6091352079,88750.1193100869,28414.1276448798,47412.086772328
"P01443",1921573.55960777,174370.996932145,22931.8601045469,176723.573025661,19751.2408533809,10359.8287812338,27855.6538768328,58758.3717650036,39777.0111581269,46126.1191628242
"P01444",3657450.03068087,97334.4069931266,10674.7555637149,1279022.0643881,16435.1160865976,64576.7236588557,27917.6093361891,320890.336305894,78875.4964551551,116592.751050574
"P01445",2652929.72720877,263955.985222683,10512.7309962827,303460.213517818,15375.7683449092,28827.9435578699,27869.5253668218,43521.4174872378,70920.2530690468,149588.911604141
"P01446",2075488.11746908,58007.0682687395,18138.3905286861,2345176.03559253,17508.1621584163,248528.018870695,27821.121361699,442131.193776706,74065.8680635713,95125.5332271672
"P01447",1141304.28780715,297175.397328599,75988.723003976,157814.199156958,22996.9638620125,11066.8101995053,27081.8525639252,37597.0293633581,10288.4129577047,13367.21389786
"P01448",2797785.19825628,193433.021495227,16275.619767403,480647.252829055,16741.9267217986,48536.2442599149,27829.8272970343,196361.939027869,62631.9501447711,115020.848058006
"P01449",686452.319786929,13185.6568362594,123883.156779326,6158286.23829804,24177.5182212638,633585.543745549,25119.5778729607,4503692.44713089,32456.612052458,24657.5244604289
"P01450",397798.910866979,17366.9318974825,138682.286227368,6596703.98049998,25946.8670382077,189086.750849508,23856.2440932892,882553.017433404,17162.4539936144,13902.3013555217
"P01451",1121850.37888958,56874.6089978715,35586.6772250948,1163123.76993417,20752.9558638964,132465.735218436,26929.0235247322,1302782.79784765,30327.4327644614,54513.9305763821
"P01452",3015843.9166387,260607.629006439,18288.6740567669,301458.526606831,17562.6284053153,17883.6491438481,27918.4201449231,64975.3713590245,49275.1280915977,86856.8785503643
"P01453",155514.066298845,3320.41982381462,1442302.29689461,21098087.0472135,50714.1984195147,1592401.1751534,19896.3110937023,212924794.790042,2534.79690032446,2622.95495989896
"P01454",4082239.77034066,696634.780281737,8700.22169552421,97395.6309378176,13522.9173249181,11473.8590823066,27247.6725811514,6347.8929219499,71763.9882612567,160423.681439545
"P01455",4691128.76851885,506295.457664436,4254.72678340401,204492.927733029,10703.6044858644,17611.5200179818,26532.4250342928,8630.46030421635,95278.5535238508,183364.512758525
"P01456",2855627.94342281,426197.433821144,12056.5864703965,123629.884918758,17877.715082834,11518.4730089008,27735.6970796727,16121.3936068657,48875.266112155,57320.1461433995
"P01457",2033277.18388589,317025.621973413,30099.400897595,156843.973984967,19163.265434561,11912.1266908789,27733.5590688521,28298.7351525576,37417.3852470289,80889.2335209798
"P01458",204626.525340713,6060.74001210047,629418.614568227,10403246.0611321,38931.1874120159,700521.804199775,21453.8491778956,13615094.2778076,4595.23201486626,3672.90718060355
"P01459",3360159.65153106,292230.867980443,17417.0913766891,327170.05749372,17128.3703853254,42720.8771407223,27913.306836961,99403.3407281533,66180.3785475174,108285.013458449
"P01460",989731.784441584,42533.5067215024,69032.052364308,1549380.57815889,22028.0399912798,47871.8393107783,26242.5484127679,214743.571555219,23961.5905865437,38608.1259116676
"P01461",853246.578829234,66943.4813225941,90835.3827670126,309253.194532742,24860.2705132024,23209.7458158424,25966.4607774178,145191.62843961,14280.6656223779,15632.8363984854
"P01462",2209274.76295069,395500.784102645,12284.7115702586,106066.810957953,16010.1180249535,10379.4298935725,27856.3945452823,23392.6960437712,47952.4234022516,66384.0174094018
"P01463",2293400.11532702,150483.337635166,19444.8812579637,658036.83150422,16371.7575584757,40159.5558527472,27926.7381150235,70384.2711951404,50850.7258520856,119136.438694338
"P01464",1962929.91442798,297118.074128416,23077.2109714712,130182.42954565,21134.6584559699,8917.10074705169,27575.7302276587,26648.5129167119,29614.0004230977,61844.6554329886
"P01465",344045.681941525,111608.378859648,170427.67961103,299616.903204286,28929.2106039724,18091.959624408,22739.9249370454,67092.0272761913,10194.2456460538,38535.2186557546
"P01466",1993836.47066749,130211.629916623,47357.078586032,2223961.68168598,20684.4304241855,48979.1039870861,26708.59150546,257064.468512675,33327.7519649286,46925.5621569563
"P01467",4199343.81332621,930305.548627951,2297.07445546996,16864.4242986505,8644.73408177632,1833.2543922265,21050.9808947903,748.527779787958,99061.2669663296,180634.199247859
"P01468",547619.083962961,11346.3616153826,125449.594042802,11752282.9856533,25232.4050306795,815498.735351768,24220.2605187446,18456672.6593279,25007.9871945286,22740.7942952098
"P01469",983338.544348035,58588.4757958011,121164.697960237,1060031.47419466,25182.2724902954,61988.7330248714,24466.1732650013,956834.272191939,16037.0431630451,16723.9852300287
"P01470",1852013.4744803,147760.037647236,18554.2032183013,383186.147826971,18566.3746959251,22097.1748051364,27932.2198792669,63360.5453405825,41185.4483411811,55781.8558957595
"P01471",4457906.90368526,756486.347761999,5190.77415698798,46196.7934075448,12070.612710377,5260.98058991066,25449.7948840958,1939.29030182239,78585.6476295191,159492.393283159
"P01472",1096381.18838707,352684.294100282,45078.7638155845,70716.7365212671,20958.2127842811,4939.64939830802,27730.9335314736,31201.7282159869,17077.4148346394,16453.8858155701
"P01473",413308.483636861,19182.97023198,126951.27541076,2603018.71102075,27092.766216621,173153.034360609,23483.6388680102,1780481.27364871,11559.8880241534,15046.7315202502
"P01474",4516790.86928074,753781.441087659,4693.82261718285,89129.0101344097,12453.3893824894,7273.70230938734,25604.4622054427,4382.49215680161,84318.6949801143,176856.469983209
"P01475",2011048.52896348,41456.9933151145,15692.3976521522,2398078.39676,17616.5812186518,189596.046624602,27400.7393676657,405347.741113213,52247.7405772994,99018.6653518754
"P01476",422328.620853734,39409.2794318319,344442.74081233,429433.2326644,32754.463250977,26393.0353525693,23784.5664883586,760985.979793963,3504.89586114304,4680.67260905686
"P01477",2772582.19700712,231928.372574014,20102.2315080054,343426.171496551,17977.1942781614,11520.3968286362,27776.057519188,58208.4272951902,35409.2421737087,85179.619987022
"P01478",494214.944255795,37613.9365842978,165525.058641421,899784.25995993,29129.179855837,94925.4953103359,25232.3929028878,1931936.42664259,11481.4122551469,10107.5437912942
"P01479",1795136.27020548,124544.861172616,32014.5674514149,1464547.3328454,19515.8059375237,87283.1662784082,27694.790387135,322741.260518631,46779.6406692403,78265.8452102743
"P01480",4575986.35135152,627805.769203539,6997.78092562712,93317.0622287695,14969.1464129642,12110.4012071069,27519.6768556849,5449.58890047158,82094.1785136519,151556.261225564
"P01481",1635954.21464578,112380.585164315,35258.8107445129,469831.486607265,19585.4384306582,36144.6598560986,27432.7894330521,204394.263641988,37386.5985812198,56483.6421442639
"P01482",4629094.28907656,886651.424169074,3380.08937712029,59170.7355127157,8916.61389993556,5219.08977218444,25376.9216003541,1995.48891582131,99236.0596203843,185150.608711301
"P01483",3598963.349241,317670.538331855,8146.39275319211,427968.967727448,16449.2489373881,39193.9589544891,27931.6427037022,39775.4134448308,79576.1074391356,174295.655668476
"P01484",2527695.32683781,228046.541055059,28538.769557175,135883.599884541,18312.2182165056,9719.12941632581,27750.9247249884,14266.9498140749,45634.4516057403,72220.161406201
"P01485",614828.290498634,96380.6248960409,133630.123095714,181094.616016935,25822.4464720029,10206.7429123749,26012.7253645045,127098.433481004,5642.44032656177,9393.90378724048
"P01486",617266.916999861,6981.9699559308,67782.6096815191,15552011.8636452,24067.2367803412,1257204.40219424,24646.5300340394,14386005.1719451,30275.1344739984,28625.0941885849
"P01487",823525.672221454,74910.5809985297,54248.4479003409,1584144.367554,21735.4869135395,115296.668820735,25830.425920844,1451235.89274894,20890.1236635112,29596.9933234338
"P01488",2770835.29697111,271559.389710395,20960.2551989553,142012.97138842,20222.6119980592,15052.9807996749,27811.1193022544,38363.8961799111,38200.2418547137,48883.3081859229
"P01489",776497.478401878,33757.9117557329,158204.808049256,1402880.00256303,27023.9133390385,67051.41056927,24107.1258543672,932210.319305865,10519.991340798,11316.9860231363
"P01490",4167471.08819795,568503.669114222,12227.0159942706,118733.724658543,15466.4423296497,12191.1392270306,27477.8768244318,17040.9992099465,60789.2517906291,139842.724996317
"P01491",175375.457569701,9821.83488064706,811778.954977591,5044553.54121384,33468.4311049512,343785.902368201,21241.058622865,17054460.3553678,3472.64172285203,3504.1675207143
"P01492",979931.976991676,224846.413092412,89931.0358773235,108840.559856219,22516.5215828405,9640.53664866252,27504.1342522354,32865.2277466065,12078.1135609562,12958.8790311062
"P01493",1552416.61114378,64412.7002954028,56542.3597531877,1154740.83839002,23269.8986080548,161689.806915962,26758.6071615537,1274219.14578705,37288.3087053175,28994.7707483048
"P01494",3986502.18470172,446768.507210887,7494.495689912,107912.211065157,13888.2374785884,9680.39692983216,26821.9249195363,10287.3175223689,84829.9527369582,164787.627775511
"P01495",2071556.76820725,18929.8396421586,27262.6768527418,6715780.37858162,18743.8973507057,905491.172705119,27507.7544334596,3227292.75507173,74727.5442084235,130475.983092661
"P01496",2274862.78803126,72535.9256711354,14874.2033894184,2430525.59070827,17956.7900823874,127779.513412003,27414.4054592428,574349.206193473,65218.5398318872,88555.3899915956
"P01497",4460034.72025486,567778.571896491,6120.03459073994,469189.725556192,12128.5105155347,29446.4294802685,26798.0906449081,11769.8307298189,97877.2872795632,185596.942037761
"P01498",2772341.91703516,873309.542151038,15922.1334291321,19779.214377172,19313.8097706489,1469.27296685671,27273.1312086304,2563.43377406931,26401.7541659189,72736.2350297995
"P01499",2973288.70947019,302054.71542838,12368.2001363604,443209.18879854,16851.1995473059,23183.0209737827,27931.0605160834,38286.8458720292,64567.6162238859,113921.841897186
