"Names"	"Sample 1"	"Sample 2"	"Sample 3"	"Sample 4"	"Sample 5"	"Sample 6"	"Sample 7"	"Sample 8"	"Sample 9"	"Sample 10"	"Sample 11"	"Sample 12"	"Sample 13"	"Sample 14"	"Sample 15"	"Sample 16"	"Sample 17"	"Sample 18"	"Sample 19"	"Sample 20"	"Sample 21"	"Sample 22"	"Sample 23"	"Sample 24"	"Sample 25"	"Sample 26"	"Sample 27"	"Sample 28"	"Sample 29"	"Sample 30"	"Sample 31"	"Sample 32"	"Sample 33"	"Sample 34"	"Sample 35"	"Sample 36"	"Sample 37"	"Sample 38"	"Sample 39"	"Sample 40"
"227S"	3167360.09488747	211660.729264077	2376720.73541275	222250.566911726	257273.404588723	18694384.5092702	261658.147270715	1406145.91891395	2489135.16937647	482591.329466542	643662.829271265	5499092.96410471	2444533.51673522	4366177.64350784	22527.9489888847	119487.656086063	17985170.3106633	4951035.96479116	534742.578335528	529034.562145078	674199.495613019	387617.10892071	221491.295142169	2690095.71283825	37077.5607732622	772515.65735011	54273287.8484783	889366.146277331	48054.1360333286	14981045.1424611	321618.005576206	5075386.65877172	1406207.8972605	180551.455364548	1912284.7826545	2316395.82222807	61196216.8706971	1969651.60486897	5615915.00966314	121282.647439645
"228T"	68224.6436410793	129363.49397081	664910.43920283	52848.2333890815	2257678.38274245	6066171.96724324	933209.921313122	2379555.48753495	11101.1707814163	5075795.32618282	98596.6334443577	1946321.34023441	366478.757322529	251307.773864675	1159359.23739896	5512448.37573524	592483.94029988	12323669.9084214	3174107.36688402	419347.869988744	1295969.88315675	255576.829585797	159639.106559236	10248183.8962515	177457.822866813	2590506.61873784	64850270.5172488	350385.512110887	48416.6945183404	275247.316520492	1388280.15222217	2916905.66762707	1656950.46268403	130734.699160982	95620940.4359262	13096.5635868847	44493215.3800934	16244109.9947322	554243.17999952	181545.527578953
"229U"	7252707.13901023	1020165.95286726	6112233.51247943	41751.2222426875	15485.7323829566	161156.324306379	2625512.98043351	631166.766380528	1352.85471036618	467951.11291703	386729.065192563	802329.112146225	7731312.37721547	119460.13744279	39637.8747720198	1099895.64326093	256277.377453834	1597125.08593655	5130303.10715196	84065.8340331965	25724.240508222	696551.955786392	564741.562774459	9870900.19405004	108257.02812965	8567943.11305707	11557206.7490749	106084.427725453	179356.380306612	21922873.0921488	6873878.40823564	2038638.7776433	615515.401663813	317134.091511216	1340689.07181097	7102118.14741383	2710389.88732953	1583102.83741311	1717766.5617531	613634.630583359
"230V"	1063251.70931557	85555.2415441854	10586307.1300554	132796.311768607	313036.009123241	854735.06208683	3844698.99382489	97182.8531804069	171993.928955589	1568844.27221172	11933.2071904036	6047412.53172048	372648.497375727	1731108.59387204	62869.6307965179	1144392.28117876	5095603.2914313	10307080.818323	497076.902785793	1078914.45712825	237528.080148643	12933940.875316	1967889.96949995	16532456.7630649	277327.881694297	2070042.55577354	135104962.145927	75203.8867832445	1540247.00583724	356807.095062565	569469.891331581	16153494.6319043	618677.923628224	154405.951127791	151538608.761133	1208752.47877504	3440468.26318674	3273889.91566184	1747830.81002857	3023205.74917266
"231W"	7457144.68860354	8724562.32746417	907012.60366945	84862.8097776595	81069.8079436069	25626647.2214721	19152.4418184872	519535.819609542	361830.558208012	488340.281356249	1261331.08237163	101974.529869234	256534.822744092	157512.388898021	48184.9394684364	871267.618272525	2224155.08240028	6251550.53422838	2085906.78372154	251844.960423449	35005.567486919	557660.924143205	4840061.09913043	2185158.19918194	156395.576648561	1964042.03663367	455019980.391188	6565820.59693364	30133.9360502743	4017953.60573175	578268.232995929	3794269.86600692	1035129.55054884	58861.5365350487	461095.695811853	9301.0599029284	9656902.53307024	2983493.67595115	1705167.2600886	383256.971602823
"232X"	1237926.73964396	40115.3268389766	7221251.60390633	47820.7770900669	250474.201015043	4582526.36204149	912105.644894606	3737388.07166616	45555.9752784934	3632661.6692736	166522.907914381	5572946.62175365	910117.506455499	54671.9086039776	74890.942408412	1922213.92306258	7629968.02206686	60392217.8498809	919076.210133944	140197.255965939	4230536.4454103	3770936.86732224	468218.511664455	3097117.98064774	181249.834024288	9187975.00644836	245396384.338089	3893110.12602941	53554.2882525665	147072.488457161	23639.5666149035	6525110.11367895	110721.037070671	32765.1517702487	42924281.1770842	127307.182937965	3954907.18625322	140559982.331044	1063368.32880089	493015.84662053
"233Y"	2850284.78562268	6243837.63277535	2268026.53506635	10670.4946114486	5449152.70816601	1302322.21868126	120931.464539315	368865.74327843	106988.694077872	2088798.47914157	824529.347217845	11704311.6996243	267234.950566052	259163.114130394	28158.0863271116	8330159.36120854	2297552.41656511	13754310.458873	6099692.3416755	301878.885530794	152978.951381903	12900989.1005526	1341581.96784002	171539.657190495	57725.5824155701	4317382.9841664	263501307.511399	728114.291357812	661836.074668149	15873161.5598777	10271799.6060397	135171902.700463	15303920.7947688	244715.602254013	252060993.291994	68036.580117922	1758125.7593745	10467233.0622616	2626413.22273002	71436.8781640237
"234Z"	1541179.5240056	435699.174995866	2999093.34660087	10651.7631003032	378194.080428132	3418996.91630114	220414.914993473	1716617.40817377	461888.713081407	1620853.90809285	621428.576749287	1899682.80026333	2332639.99731826	4973181.51173847	47438.933730333	342264.592298678	5170644.77000616	2064783.56586875	4116242.78595771	182575.919345956	1767786.5008271	294435.256499369	610473.070668538	2689531.38782286	32238.1275567597	2601341.91282447	175739255.941064	489444.749642188	355394.231156728	833376.285075531	588553.597945465	5045329.12322258	52087411.315836	188949.520790658	2891956.90877369	985358.478348874	2565450.87182253	3727376.4205503	648505.250062734	19851.7577831958
"235A"	40631.1798976927	2995905.88526854	9114969.51022087	343675.340486443	181139.194267571	1149213.826508	50033.8105455099	1008336.17035371	188995.13654187	1883146.7951772	8518177.21322557	777010.175378337	8166156.41866976	3058633.6956759	1525857.10488814	431328.341315146	380548.767298414	1030134.52700409	278357.137178352	512930.954655786	529581.626965813	1950288.11799057	1128272.15409008	2112517.12690598	9628.59660287523	6306177.48929283	135146662.875048	177672.109408371	25521.0919847454	2894186.01624679	581076.323763373	8556688.24833073	2459315.88560556	153198.423014199	20259335.6702046	36335.6696295572	3232281.73983276	508821.336902641	63095.1578892975	63839.4107953114
"236B"	412538.674741795	21489.18095169	1283812.10330444	264382.401049626	357455.646331894	712596.359583555	1609651.45869307	1544354.03752673	78769.1785181515	910395.778621656	256468.255386789	1229094.61523096	1043021.66029383	36636.0113349261	367053.057784372	2425345.92530334	2147853.60375514	406067.852584377	641674.721321448	21447.3848819977	341639.709393393	542562.042287005	4307385.99361789	3238266.11685787	263706.044390917	3045819.08235594	37400111.2695723	368099.057107547	9712.79526609788	4637194.20502176	1388123.90321951	48351438.1729324	268337.30995492	433864.261845102	2171175.27726208	126219.735662683	5336517.71629492	30758160.5660669	83084952.9685103	5634397.24807304
"237C"	212078.950590557	91016.5352281978	1940114.84343838	13746.9427809403	2811986.2463319	33215008.7383457	601402.45533236	344197.31794562	318589.955608303	816919.710134545	725358.011452381	491590.065543554	707458.635527243	5331089.05702711	153628.760826364	61612.2181613171	1239756.3278746	2915390.53516298	8092212.1819114	553854.372303385	867625.85080728	1387873.24847239	269056.239042633	4603975.18988001	274667.219717357	266598.490798277	38606205.3750525	836181.439948279	846583.0253399	2129716.57994353	316533.803962548	3983764.26559154	4074113.66223974	616997.067741101	74151640.2690049	1438664.30536031	41585524.555191	3970836.37079753	670645.293018976	118246.015368261
"238D"	2018666.43307381	358101.430134636	4257577.96760648	204493.594146163	1877104.80160135	676469.581241908	126848.326006533	960402.379441681	81834.612866952	746522.747964782	397066.992538352	342858.152536866	695826.211934081	1873097.38877475	58286.6334087053	766929.88262359	351569.400354661	2053570.47577402	4615727.17552344	49637.5300892612	905460.465243928	456483.38619697	1026600.23932073	1652068.3555154	8004869.14943781	4789153.98739771	133843187.82036	72815.9450136095	1953518.61456519	1644842.77193851	3164303.25036916	18623250.9930825	731964.662106179	591791.32342768	10330487.0110348	999275.692472924	3840443.4887842	33175542.5443255	570255.308304704	112353.500073237
"239E"	8897321.49727436	216620.135447615	144841.775273653	126641.242785507	605404.089657618	181302.732390914	33149.9510409073	426401.873807814	4814332.14009226	702385.814661809	488472.905156018	908273.825430971	1087909.29049905	2356959.27499481	255364.272378241	1309738.40058794	400737.003270871	7275420.77874722	979577.517685791	186356.368331238	37864.2656044285	1344308.13645232	13910918.3050015	1158276.42421249	850457.804824248	543440.079039627	34868790.6566107	2434815.17020233	66148.6529059683	684116.642899168	8896312.31457124	6287453.76522511	275036.152095813	1519869.0532241	28471443.9817132	121385.729367555	107499.226857157	25830461.7641019	129321.228229479	29754.8804915363
"240F"	1954955.67073798	586344.473328695	2240282.02948365	31059.6381959618	4128715.07464212	14043114.0404087	454706.808065655	1038967.9906604	101562.032516259	4581724.46249606	534325.086380363	9359991.51428832	507486.04233119	536613.148969839	245792.250852529	1192850.96077717	7624923.9511274	12022087.6878768	2983340.95502344	287678.20625339	1055800.51243985	1655018.46611596	1804138.52632272	5649968.45466098	513898.799789899	2478998.80874645	199216512.309839	278861.592206428	1124677.75081339	100194.87459255	2145983.81768607	10432285.1073144	3952647.34143642	272346.640678125	4792581.37407632	256774.277585853	5220876.87902141	17640607.1301255	2388540.16461499	880898.262051172
"241G"	472655.834592099	291354.007937613	520205.217843887	32729.6453907559	5228684.94040715	245637.588349023	2000359.96325017	502632.726635458	40757.1759063543	112914.76907555	4513035.22188821	209665.239684927	827507.134569886	1602288.69514443	145870.955733754	20210306.8282677	1432918.34422943	2342446.39783515	2171287.62873707	207590.994588033	14174939.9577562	71612.1271924116	357552.461883144	590084.227470836	1756390.51159382	199866.028442126	270281605.560425	319306.390406859	161141.365083273	43758261.7976697	13344287.1767264	428410090.651027	609631.149560899	159792.976107495	57414058.7998536	122197.956649438	2645044.40222821	14193141.330049	2825138.15065508	319084.517607499
"242H"	2891869.42370563	259891.366488041	2235179.1878232	176065.14444189	2180577.69030931	1386598.61209651	610563.309628029	896900.952145173	426189.917132764	1394725.04199399	1093789.7627865	2041480.84841883	1064306.59467687	1063937.27481967	78411.8373768367	614441.821081602	1167606.44778941	3015745.64539092	1352144.16393061	280102.790939148	3472494.90665911	995620.078117517	5643553.20693914	9484530.38749937	297513.405339627	2235869.04703145	25123081.5804337	106319.208628448	1249253.74320337	503578.074559204	2085719.35920817	10849435.3844176	17883057.2519109	362020.79573843	45709252.1683548	113318.876753972	3829566.55607009	7943100.65117576	1101324.50774306	822378.507551871
"243I"	66900.5553695601	84654.4431829087	2237767.77595568	40744.9153527506	79647.5843585894	4020895.22089768	218487.848813575	6008810.2175321	19986.1712151573	859936.218780024	44627.412588505	264676.307455968	6972063.67184775	284948.109871006	162521.052708765	551148.28328937	6557149.43837201	1005142.8006958	1057650.78833389	12281.1700378527	374868.945808155	2675082.30144596	260454.048252445	2604079.66611302	400564.088993274	2698727.55744297	15293806.4285674	431621.873616037	698232.507903404	3179526.75223236	2469900.76239017	8095509.94925527	5800597.33896286	804267.333176206	33425912.6587484	158444.720934855	1039270.79672995	4711963.57265943	2201379.59341755	3555898.15201472
"244J"	3800785.5545308	951927.326390248	30316770.331465	387877.670599639	27358.8322188105	3000213.36302424	1238364.51192797	1941923.9976688	831787.720588846	1025045.25782307	18883.1048455563	2297783.59338079	1213927.600944	60721.4055650947	133958.342568299	41589764.6567161	388769.466327431	3842171.43616936	1251690.82069153	35012.3766146137	2113476.76151336	87690.8523137392	1738656.00355378	135009.812553161	180255.356674364	280921.143404358	24217967.9903926	245091.862948572	117046.971658144	3365052.23518409	394321.201397738	38887906.4408585	3863359.009458	298990.775244995	13547861.1164956	450912.155771623	22709318.0599328	4193162.90585891	5459087.61008136	252472.858654101
"245K"	787029.413692988	402327.543723968	2673659.13543449	96033.9962926055	1637891.98102821	283587965.220104	370913.579131273	1604245.33009289	18613.1922512109	356590.730547422	3231077.28753978	2972530.88692572	993744.921042122	3017073.72418257	87354.2855117993	918262.32208664	849600.588511235	1652346.11039217	3244395.99208011	794530.775947883	2760751.63781188	231001.32819034	1910426.34114247	5905134.77543284	727883.892330228	4831616.51844684	137278658.566387	393141.225756691	105317.093117037	1219432.53217637	56559.0029049603	6826414.73159825	384117.732521229	171428.449635412	4347689.32139633	89407.7038061672	16906805.0768849	84241230.8106087	735383.308440343	2497880.1871746
"246L"	130601.560844277	91987.8697808891	777343.212492505	29380.8673777857	1230135.56877316	32860896.8295407	353632.260729264	608855.189835245	110485.758544907	846997.614577285	123493.58934155	2805121.51454759	4797314.52314145	1617115.23912736	179989.17227246	450617.718400543	210584.768906783	1844205.64718892	33377389.0600484	1460451.77780186	2055862.70918696	2805254.53335422	236825.787794072	4547050.5292429	191208.361613662	3580225.70172354	32364941.3427717	422124.837838441	399349.414150492	13507242.8152334	932437.973490292	11282329.3755749	2383979.65403568	211802.61552884	35693312.2654139	103525.466537958	877323.65806754	6394165.06942522	362378.908947629	64859.9449437928
"247M"	737969.811414059	54354.7633484669	2549156.69173464	1246565.76701039	126979.310833642	800332.367618418	31763.8034020764	145100.927690661	580484.694608327	142499.995497355	178679.920637817	531072.808736407	8326262.02719889	415750.651491996	129519.64984103	1042521.70337438	587034.31094474	25827195.0336343	4299406.70744971	1642109.06004307	1785810.71964956	1378409.07732028	362748.868043221	1600280.54869828	765110.045803033	1187010.82857243	149518000.126542	1212915.63700001	12429.1939595768	798824.384424933	1356467.00639876	11686817.9086661	112762.425204975	817014.53916896	52458876.2178273	316085.521277571	2789698.79583959	14767295.5105474	1519032.09429433	92881.9965776016
"248N"	307859.998439333	185355.770002772	1119045.35484148	7664.29037527344	554827.698989053	2399875.04957127	371072.802095102	392851.266082205	142789.266177209	553040.317726368	187080.602747942	336590.800595582	3223924.00050869	3050720.33081481	366479.630621363	1690747.51599685	69987.312036476	1575952.85336631	2147978.97543189	687872.416573845	4025988.06758557	61235.8889973308	307222.729610937	1500400.91581102	799204.733426718	563922.151489712	26322349.8730458	2755688.43812639	12776.7776549386	11196373.7440325	469160.174559329	24763159.3962163	4178201.18541556	47568.5740438129	35916748.0448574	99497.3330127503	17172172.9838084	66508951.2709456	3884643.68840902	204246.95246354
