"","G1_1","G1_2","G1_3","G1_4","G1_5","G1_6","G1_7","G1_8","G1_9","G1_10","G2_1","G2_2","G2_3","G2_4","G2_5","G2_6","G2_7","G2_8","G2_9","G2_10"
"P00295",162227.609053841,134244.751912544,215530.126995816,445343.727324247,346058.660075657,201742.58709244,301523.157112726,266297.472933969,127467.387069471,214981.899327317,115184.30378435,132696.380693825,156317.950231234,249346.925395868,121441.452594987,152152.114659773,153583.063101384,324709.059986725,275429.736806034,293303.837007386
"P00296",119353.989474635,251692.419095026,229356.361795278,111439.47390305,171297.078446578,162396.3347148,237130.613927888,228362.64189537,94767.4614287298,262039.510377849,150282.225869141,293641.940943852,171855.065710979,108447.952473896,167126.607301474,106460.106299339,248011.680519206,95531.6061422858,164423.262165818,137189.672443169
"P00297",248576.413579548,464018.732294089,390617.801849546,359159.782430424,523778.379692517,263813.158215484,263128.736769719,362327.580267345,513510.604306368,545543.258164077,422479.313519627,930404.657111248,654028.940746583,552304.288599025,542825.042661777,799928.506686667,401181.186797566,165684.238080663,511687.531717351,512367.757801651
"P00298",636348.603590868,510409.91055759,1131256.54853359,605723.237870069,1353522.24624548,1326539.03028694,1339911.06102386,510953.630011238,513111.008892636,1063414.19403559,1094056.04054476,803491.490224401,656054.424224686,639869.31310031,746343.619326837,360886.255647924,1058850.95925219,2307960.63652258,484784.658633704,951333.735410183
"P00299",312579.154565688,340796.264001876,854662.326791814,232049.014181846,419424.840460376,476222.452237853,437401.477767019,266200.043949813,357480.415709907,178501.541118592,332760.730221093,340959.696005275,419196.507027902,520026.458675186,263619.913439038,275061.299601529,475881.402239268,438161.391498045,259717.760458075,457417.294441303
"P00300",176408.216853135,245635.496378109,255503.266731545,99411.0216874363,256299.529728542,97883.2586949575,258141.266394523,257202.041474226,481419.604205386,336365.33912518,141615.154815901,227294.14632564,194326.32490228,108029.357134776,198510.695211171,171443.796209373,197612.225330187,397154.765066354,228443.768664142,246186.179715283
"P00301",389408.200933846,572777.470580919,545014.253460272,347256.344835199,337036.081768744,252554.753020398,664406.141976625,397885.574634089,403458.531610194,369421.477312664,303291.913277707,732137.864821762,475033.484149675,502429.532145863,484284.018066755,561107.957096832,345082.072318889,243238.549111391,554163.022624518,475641.632954087
"P00302",116500.383385926,181364.774048076,422679.345372835,168519.487413949,257467.992657015,154111.654121197,128195.290249062,174036.348850919,178999.933203023,261203.795461284,657808.840716064,370465.546976335,94287.7785268949,609916.527165639,405210.941915777,399965.948261067,350042.689167213,214538.992564352,249548.493437749,183399.894873835
"P00303",645354.437828266,835070.483954183,408609.292388437,225088.652475316,524861.175052606,500650.812886504,272955.402066212,520556.853934676,711505.894550963,583159.592258179,261136.610406381,522812.250070873,513331.933823792,1997992.09107129,641847.00290507,1159317.8679006,307749.683472552,270103.003774666,252179.996724289,258154.06217184
"P00304",307108.762613299,210580.214875492,224896.91088057,347060.300346585,146247.442797881,203150.337668878,204975.140770231,252495.401961638,181907.864026821,422412.398918062,152737.947376651,228859.000839072,129346.586195279,338551.247680567,187766.938467469,234093.379261002,514908.363441491,410548.018934738,108955.480238776,200939.348901022
"P00305",150491.052593077,129008.666432789,408204.699245246,179197.338292315,529307.340200767,332440.939198205,261793.021178195,401711.902129422,130781.001010282,165125.229417959,124751.14816872,123640.270277076,147950.003503928,134002.463964304,211510.058863267,215012.948742794,103417.735996639,176047.502580555,205772.313668945,233037.289515059
"P00306",141016.572160339,290384.035901713,190256.812009362,129752.481559459,426938.316128874,403267.74639134,208062.403716502,318913.038426624,642649.961266065,271775.933554713,100008.817790946,635535.349342327,154702.717949225,952951.291189715,339805.17469632,1227398.60387265,138350.952536772,179975.489221448,590505.243208069,120307.825018977
"P00307",1770079.18309532,4100826.19703588,1276356.01548253,1575284.17323588,3324989.7134045,1418611.66160544,1171730.85871564,1766441.7839103,3877283.66225452,2107279.91395317,442992.896300171,824867.607187054,270293.439513588,717292.633723825,557547.258239176,1034073.44052055,264439.008017786,793529.180723493,163151.884698349,178570.016401672
"P00308",124273.611330161,54755.8704223913,50526.2090478735,335094.982022994,97046.5391590502,45055.3630487835,89172.1320146482,52068.5432285881,152478.577264856,98327.5343625183,39019.3126603689,43936.3263945861,124218.995710906,48566.9382757845,156439.559236749,65637.7954758528,173624.045715332,119735.875207676,174228.186974386,124590.249201603
"P00309",404790.614294151,1120881.38267392,543110.287927791,536437.734912562,423372.845451365,257304.926280733,486638.303586603,1062289.37560262,687988.011218031,751077.265651451,647958.470625495,669284.162489452,695226.407355948,695878.393161042,654537.630373729,530899.939974895,552506.458351419,629169.684612343,645934.339734814,404760.214377784
"P00310",158919.78149911,252924.876037016,209130.925754698,150414.877251996,244944.332999742,215027.59245265,109981.382332575,60720.6807667958,144095.846992984,250309.974851453,195067.55350464,138641.558637831,139690.160555876,175620.650346064,196151.568209003,157777.345461766,152141.165795548,97900.7667165024,262389.041996257,139600.14306333
"P00311",290147.095353668,603426.014356355,461343.555893178,267913.054270772,152724.155831566,230697.080471943,593268.316586553,205923.775522843,716230.343035115,994798.86740026,296711.449942048,955022.490283104,295098.510841769,1104374.70594797,856477.437002322,813815.340495294,176915.290892277,458257.409978998,397027.362857959,309322.708347751
"P00312",76229.0910747151,222477.619863766,196791.453815711,81009.9899522295,64846.9655475302,118015.013654812,144409.485472172,113118.066269786,93800.5234194884,55436.2825525017,150189.345352041,121705.327838041,94904.0372144958,214293.001459181,229383.356348186,77688.1212732034,92958.3721329317,91933.7521163088,118117.809132847,69386.8323715766
"P00313",105685.830935495,167098.837949986,199105.955383726,307015.00930888,194427.752377198,183487.641929197,240906.729678217,207933.07308742,176423.567455015,460711.441668627,220850.320550943,195623.708270479,233626.288773556,377768.65550157,275787.306988171,482977.87423001,116994.655533654,226183.203005037,100555.39781541,234361.172506747
"P00314",281041.464817037,174853.913953556,191851.61548571,100098.969457343,248166.20741827,130224.38220839,147242.957159202,293357.815917576,133228.969543886,197665.956693203,137668.415104877,50951.8804742223,201815.917108463,50794.876081003,156488.723518717,270726.905300391,130987.358691034,470456.62819702,254640.48313446,273134.603436879
"P00315",326347.349598239,201359.038104176,747415.846597654,848339.641697123,473926.219796233,554377.772100357,174307.169400795,257561.555676254,222097.529020385,199339.634753531,410558.474400918,401595.697620533,273370.045095452,209986.488166644,421745.285656403,163294.316580123,457328.439615805,346456.868066175,310860.116514754,337273.117913378
"P00316",93379.8039160545,53844.7236577468,104252.044989312,207487.75858333,76140.7277650949,75931.0126216487,82513.2373632182,48741.3638703696,91601.9403322656,55779.0251692911,249128.668828485,33521.6607949046,80502.3715531952,61030.1396084738,33097.87444514,57183.0543039395,94011.9760158154,146856.023884631,94691.1918202584,109602.738661351
"P00317",109194.48265697,264185.695707234,137412.227440509,84767.4344955156,107978.356795267,132477.629270898,95622.9873611432,264292.434571376,275610.602555374,181341.500726175,152377.494620474,563665.100326653,429387.837197275,342398.739240071,210071.582386546,269377.540912876,59657.6396428331,182384.699582207,269346.063576228,191674.501034339
"P00318",765793.000985138,937231.934743807,252369.294771116,459151.497892313,333758.042070317,332701.990125617,1146530.62815389,237254.564362167,254229.444241596,1272437.45633576,190172.599398977,260976.993939885,386782.866858834,504396.984899733,162453.340502751,410630.893140461,565669.077266427,618940.354961954,221142.320074101,874171.974754237
"P00319",265790.854855905,454366.499661922,146719.163817448,126488.877446651,656080.484842677,197871.094583197,526997.440612637,300613.589073547,441996.736297789,256848.294248024,147261.444318619,771383.881039739,213674.317695889,487045.103083821,360104.96366271,920350.692466458,134499.561274313,291355.36424591,350453.761646491,223119.332838075
"P00320",220030.89222408,85759.6653972506,169710.376886511,89240.5676067916,124733.904680928,121765.166069341,398024.962689791,208509.519042829,170284.953065679,91785.3291003267,121635.069379028,173730.105949311,301141.645626177,296399.287892906,178130.823944212,249467.510202862,236721.97476162,137629.770969201,303637.18214373,280735.596263962
"P00321",289245.199586876,700710.018296072,240334.461280174,86390.5571898922,427100.151861818,215713.357001014,394603.083005446,565215.031568517,352967.545039384,394659.085539614,215006.144525347,456650.221938899,543440.25572636,404884.883714662,367273.224006974,470005.187101946,313084.181246552,335469.989409102,222941.894868204,325054.050542012
"P00322",110182.74117292,27939.5031635153,49662.7615186317,51792.1278458729,52583.1147666484,40493.9180013044,95494.5552058758,85842.6505077812,55974.4067983352,101880.508332497,52700.183658786,108157.905516504,86430.4096842329,114776.050084242,55330.2530102416,72177.6851232018,49903.7127376223,100628.185610008,99765.9469940613,76212.866314662
"P00323",14592.5711998032,35098.7335667879,41736.952332547,48246.8088886367,28868.0229383811,26295.910134989,58495.3370958587,22419.4311519392,41892.0845536996,49165.1499083118,50836.0029900347,40338.3397671121,22335.7853306817,37873.0193550343,23878.5558069678,33380.0608876256,46101.5990778534,37132.5743272972,27606.9442352084,39345.9796539524
"P00324",257981.109595874,464567.103683484,303742.913251486,141477.534611458,338399.640409622,461517.062281755,394596.250290285,375381.339591654,333348.260540145,576014.070432196,199731.426540981,586572.266182332,939565.65944735,903690.564516564,497759.470471292,1611073.69669035,178935.060983254,293600.078736173,399389.831166332,211043.539279503
"P00325",166674.376027624,54265.3483741558,151890.836526467,112784.137941924,107611.660281039,53785.7779164857,240652.807337999,124774.727298786,79725.868462157,151135.602382157,161705.166255204,20598.4210719118,141975.102380818,73740.7760862599,61754.8246465322,38921.5702041703,267724.696814612,207377.264793511,109612.094717581,113027.485407218
"P00326",377730.943151567,165070.930931564,272951.319036602,809679.158716272,145210.173213903,97031.0720254326,345618.389370257,204972.978672259,245997.446271271,338992.647508976,429116.91304109,299002.290648562,367252.299229802,397050.270147994,95304.8932645271,81910.0830470204,405435.585188342,247494.901445733,551343.105919673,368329.139677375
"P00327",44192.1195002909,28816.3659703411,58842.8660710812,57051.5946996433,21647.0089253522,85797.2453862597,88937.0084077968,54800.1213080847,84132.786019702,60654.4865680201,78412.7794600065,40678.1267474111,39190.6150891722,30059.6734852932,78959.7550657272,28120.0839182298,84805.0184943023,59373.8888799567,88096.2505919956,53183.3616871672
"P00328",107152.466590958,32305.0606479333,89434.5476514008,128517.97698434,78758.1900690643,48335.7907970908,118402.122666544,71027.6225262367,167403.686347474,142227.358689715,63522.6108557267,45578.479782356,84544.9240636134,55079.2946335299,47735.1553595064,44418.7181412634,86129.1685367074,57094.5703343974,48277.6244330308,126535.464322885
"P00329",274553.222928518,203097.208587441,265033.387633329,358322.319477752,165541.293321977,194779.704489488,283844.54670238,510051.015912741,219630.425101076,153587.199208706,185960.716437037,406700.446540265,148880.085847537,201647.641515432,487105.91096387,327250.735489434,316267.384374085,199189.381833398,397530.372428754,205668.048345127
"P00330",339510.499585858,496561.632822685,574597.005402829,152797.74356935,256089.912708407,612191.004177905,240890.374081748,595130.447602218,298602.785490275,258677.088243314,285738.623175822,721181.578457441,321994.142965783,408261.143725207,530944.59500338,433201.416120022,389009.484014992,198420.328062966,416917.33045939,284794.78874165
"P00331",166211.323021015,642039.255779102,167884.66829421,215822.690863434,374468.403121584,211696.71728265,404475.751542114,400720.828748756,353999.970372782,509039.638953476,197373.925162931,328221.368860235,205984.145093519,526815.035927651,263833.850517949,633784.872693577,177160.388056288,416920.163150849,306932.798546818,333116.802781172
"P00332",363164.61585005,1433815.05730796,858927.215442187,176799.453528632,723807.342116832,944323.071255019,357181.806680128,1048884.20588429,574180.838021779,952973.191921141,670364.082786897,1658747.54143513,625982.11072727,459141.944581568,760397.00605851,1085067.15784297,522224.771465081,407826.072796232,713370.992394131,229485.8528659
