"","G1_1","G2_2","G3_3","G1_4","G2_5","G3_1","G1_2","G2_3","G3_4","G1_5","G2_1","G3_2","G1_3","G2_4","G3_5"
"P00323",218211.485570239,51935.4125565349,171709.383956447,144838.430561464,166122.048086519,51337.9566207302,118116.958264121,129313.644242008,163379.647228623,183351.597774624,43756.7913225071,105977.68330067,412455.903140864,639293.057657984,102820.722592105
"P00324",1517544.03547634,389595.833809735,954449.426138369,1022650.39411156,1063927.85456779,562043.248177047,485120.197007934,712620.211706784,915281.904231018,1506107.17498797,280967.92318862,1080763.59823191,2793284.80800558,3448314.9208229,968370.981368865
"P00325",1168232.19862279,532663.691275173,870692.842646479,1104251.01762345,878588.358493899,566787.435628708,291455.563332091,429812.597570871,1358013.33815181,753753.465341439,327829.900135997,1080703.1510852,1928773.95921325,1946162.23936372,1061083.03667036
"P00326",949387.920222623,329965.893499632,578728.256302538,822746.260874864,786435.987767353,380734.583624676,300094.79929327,463765.637769663,735241.447498576,573067.40875335,213445.833401435,680128.95878807,1451787.45585795,1429479.37476515,865408.98477449
"P00327",501250.216939152,139822.207429244,292787.882046256,338796.602882698,312177.069053741,115358.293244415,190410.622178045,272887.477676105,390722.065983815,333028.219958989,82076.721427022,268596.392849857,658006.499553337,1181630.99486861,242628.704268651
"P00328",1278906.82048538,458505.497040582,790725.702679657,1095935.12243039,988701.856299073,476450.266023329,439441.847115043,642902.432532031,1006322.51928509,1092612.28848473,237526.417060902,944736.278640681,1962290.87346305,2118759.28676873,1133151.20046983
"P00329",530704.000311853,160444.481967086,310643.857096932,338082.947391935,256257.654926435,215327.617449387,93318.5080475543,163117.527710532,297417.585203599,250579.517449062,72946.7002192434,350732.279246283,406655.491374334,427838.249803829,313159.728810403
"P00330",893173.687670081,181216.850475693,492034.656040165,473951.07149577,398227.366156786,130797.966058154,274488.476942715,432394.585293596,456114.109355524,518033.024227597,127542.276951637,467897.102341883,1201466.60925728,1376467.27398941,363637.87418293
"P00331",1349935.78159498,459596.682797726,904445.851552922,1121471.65516465,1052488.2682923,436980.752231278,397403.514936689,590239.008772266,1020767.72197239,865709.119748694,290172.043207958,1028944.21387216,1533650.41392842,2143239.3845801,811451.143930576
"P00332",1100027.68437036,420999.699720369,528727.581755172,1082822.05070076,667843.436413746,503122.252648038,248843.931583274,406746.836214656,948385.314861634,592928.455398905,209103.681033263,947923.54286929,1043433.00925898,935145.602048217,568146.612490709
"P00333",85674.2392680384,39685.5318912503,72104.879302293,87650.5511904487,76136.4538405717,27756.3042262462,55253.6765286906,74320.5354275591,94271.6041251298,93933.3276206692,23791.7379058617,76898.8384957727,175408.459688606,338636.460333234,104042.321198001
"P00334",184708.508259382,55312.1966479308,83918.2077251238,113132.14828761,92686.9848260804,36355.0727138232,40029.6508096785,85762.0688001626,130401.905620946,107627.941525755,23626.3289754791,73932.508506303,197149.75708623,300379.515262949,96230.4903101856
"P00335",13089715.1919011,3438027.77697164,7707092.14721901,9260728.57714753,7847331.55286806,2502215.26506027,4776535.35177576,6784494.62416324,7694120.8484058,10534570.57717,2260370.72904116,7142978.04730635,21448823.9401559,31306310.5204486,5794780.41372941
"P00336",303596.777957573,60084.1515414608,145577.751376197,124209.445482242,165789.572321117,42536.3315005793,138554.086744197,160094.995169197,142471.70896699,184278.108340713,39796.2873752517,88286.521564026,377794.246662696,840888.952738756,122670.92411793
"P00337",7238420.91601911,314659.469706016,764236.575836485,6832326.99025372,1069894.98829859,282913.898269875,3486534.88616864,592672.774706832,903408.183995017,5622669.86076396,239057.240560734,601852.580514428,12991903.7635704,3124000.54467139,639616.172912427
"P00338",37582.1781032904,9790.52027332201,23341.9104518974,25569.9395154753,33292.6029031109,6890.36179469056,24698.2490153594,22550.006189845,21659.846989754,34763.8679677727,10215.8016188392,18074.0738232492,67024.9260907003,239266.09406366,13636.4161596587
"P00339",605050.653061493,176306.403663283,535440.730326515,574859.229303959,589335.291954049,216744.678389379,243521.949871284,264769.980780538,661196.894698795,451682.127135884,143709.038601898,379998.896833172,795300.38137245,1323116.11393708,496413.805283445
"P00340",1215412.11952915,453026.666524023,918469.509257336,1030309.02846911,1023362.24973647,500138.434281432,402734.865169944,640691.440189808,935727.155345286,1202466.18979564,318766.546504232,850313.207724369,1587875.81062503,2062706.24484782,1097437.62143764
"P00341",1825935.08468772,522127.252682003,1003331.96958193,1317967.04635711,993897.771134348,518553.050856795,555493.65756916,914095.245590282,1537284.29453774,1378724.9287811,240974.175248466,1298059.16462684,2706853.30312095,3781670.71818748,1490543.20878901
"P00342",143077.649845944,45288.8835187744,78104.320399973,82798.8442056593,104231.290859076,44856.9298522211,44995.9223100517,45893.1315183314,119196.780418341,121910.266719628,21550.327309933,70308.1239993953,208821.845421198,263217.718631478,93362.9817653247
"P00343",2623451.79312501,166765.545465751,428133.72404474,2904565.72544055,335527.833618041,267086.15351575,638810.067597151,208431.561827289,444852.132773588,2013935.34773401,99123.5497027386,326728.98580595,3072445.62626345,740268.760047657,416763.487553555
"P00344",231814.87794099,67639.9515882732,147556.141783215,225856.159997432,145543.448211397,94808.1183245517,64756.7658836658,127609.796394212,181575.998364743,195843.044641714,57448.8811777196,155079.402487312,330256.509645153,403135.997592783,121588.90822675
"P00345",1755548.83960939,724993.786942449,1042926.23248972,1618200.28044824,1058976.89710397,634765.825410846,422407.010858946,797163.328381749,1441499.22259938,1261620.66414626,385349.310682957,1347758.95718488,2895736.88463655,2342688.94947766,1511185.30583607
"P00346",990472.481890192,361507.217591287,654767.954803146,819926.348149742,849879.319284123,307595.078475037,418592.907346319,471405.509113488,702922.852541497,678002.2714021,179190.965262726,466857.736711448,1709175.82612026,2662651.81522151,595174.11049954
"P00347",221291.390073205,41890.787959509,113665.628737689,100306.521395944,128384.24877399,35733.9911283212,47953.9588351057,73197.7518811024,102692.582115906,129143.545946022,24999.9040031005,90510.9144085175,260618.38380377,389702.427154978,101938.741760101
"P00348",564846.548467531,217217.673553154,419859.982892518,575182.492734088,457516.349067873,324599.989033633,193461.119922652,307079.283661617,497538.176041904,564898.452036248,100906.283938166,378391.853183166,753402.371929405,1073040.63925502,464272.577675287
"P00349",694885.399748593,292696.707896187,440795.098530479,561554.789450707,481575.295711732,164609.376655252,227691.544807225,412408.526245411,519300.373988009,454480.385129039,138600.535643131,394766.730804406,1167471.95159841,1534867.61986674,446447.239618182
"P00350",420636.117360698,108593.155916899,313874.760160917,328717.095136298,383696.78067006,112466.296223817,288104.880997778,266350.111162299,287626.292256022,322860.586164061,85006.9754103103,302145.855842496,790617.636592338,1922626.67925585,228250.084506513
"P00351",285861.329750829,60152.7813369179,218775.545556598,171772.035816347,163737.818204236,53763.2203094783,136216.087375097,152610.190982491,165227.200508505,155340.821017554,43192.4217897207,116423.53028421,418392.492188979,953059.308751904,140913.490371195
"P00352",490109.050882062,119657.521092146,332529.700782156,281941.734113701,282564.895800631,101556.222720318,174485.533860436,243464.307782087,356375.788649404,368657.013054362,66185.5732195713,177901.766575093,816669.491888539,1529331.12834294,213801.148884001
"P00353",349990.012372688,139077.921522868,231166.909329643,313511.490567389,349715.450398394,153240.278163082,133426.012796816,192727.327001292,341243.067667905,312687.397121825,79370.899749219,287423.757062536,570926.510940804,553990.070720758,264653.364072764
"P00354",77144.567969801,15530.5632181619,43743.9024758459,46753.5307173948,43890.7495366873,13530.5530798951,32977.914144437,41413.8062886124,69732.0213259658,40599.8990958876,10147.6738886715,35587.5466151353,136276.546390931,313352.544300834,42572.9442354483
"P00355",1679979.05121188,437262.491345436,831406.42555835,1493181.93407877,1129850.12294695,670932.603086011,310845.809603809,574709.994881544,1469856.87214119,851386.581480716,304029.848267205,1093904.18045787,1921475.77060409,1157705.45642696,1133058.5242701
"P00356",191363.038981886,44402.8387509017,93082.6025881578,112515.193596535,123024.103162967,33950.6609806691,71659.7668676683,67902.3312481059,89894.1163121096,127411.605019024,32487.3950138032,88072.2538450481,253310.481648828,584019.75030646,98612.3021221199
"P00357",177224.930659436,50860.3354403021,149034.312495771,127888.048802302,119469.669863394,44538.8123624239,113964.247608694,134611.393635424,146342.110669718,131253.26178288,26724.9536315194,82804.9599279115,283886.657229774,508779.298106038,79768.3198105067
"P00358",854944.506379719,66459.4861551634,152125.455553639,991559.02852936,144757.209634634,95391.9066793101,224012.501416394,71596.1322522026,199344.576122492,594471.856251167,42059.7366161865,134574.023376321,1093099.22367249,192206.356529387,179188.824942166
"P00359",2982363.04539782,796814.495827659,1191071.98421694,2614388.066535,1504923.18370282,1032923.29509225,714969.244958538,1219743.00501091,1697639.66100526,1713019.18206972,561309.977421418,1591563.55690056,3787627.9515422,4304031.81994289,1472307.14204825
"P00360",229755.80050802,49168.1859134774,153653.263009932,158767.18745598,126743.608727901,53368.7166337376,111336.146037478,149975.718524997,193640.212963086,218375.141725098,33162.7949389112,139351.69169561,278377.475506371,907755.599492337,99939.270694505
"P00361",231645.98067893,120397.322342859,148373.830767851,208543.523686486,151551.178176404,81963.5035858533,89519.7303425956,151094.127199843,230558.566177965,184290.100188967,39570.313534679,185775.694860907,317446.161022257,395230.704802407,181239.530655163
"P00362",48143.5635814034,14761.6364152443,24973.5413170417,25935.9182348225,25049.0920655965,15471.3369247962,19354.4573856507,20152.7378942151,31821.9280383606,31478.4429807942,8589.85534596118,22988.3270267971,72425.5551600967,117282.326488754,25621.4131845861
"P00363",143387.188328036,35288.7709206503,79009.2411680361,82753.5260644127,65617.0899159877,27081.9231889283,44693.1276268402,54730.233605817,84838.7966144202,81112.1796051344,14499.3770371637,61291.4336641156,222440.990232047,313314.942888044,46534.7102413294
"P00364",557345.506108152,162913.414638243,347794.854109316,536636.202298703,402761.827249935,322142.178710856,116648.538695361,220013.220643004,484173.011618692,467770.923562536,133940.743100019,437039.816753427,667368.74057576,609039.292037886,552533.74838126
"P00365",16048544.9500646,4722659.2806467,10338640.8313894,9419795.39142901,11950401.5112258,3931407.92395158,6506242.21210341,6642933.14345001,8606979.4845282,9361434.67570608,2591849.85922962,13185851.0212074,20494536.0716144,36879821.4069886,8543990.7408882
"P00366",65300.1621578184,17058.8640062912,39371.9153538254,40105.8312068989,41469.3411901909,12606.7571437429,25910.9322279916,34707.3783370027,47485.6903869682,35633.6387123472,10050.5004224644,31953.0547986798,102596.881258483,174307.889357598,29808.7864482614
"P00367",645678.34721421,174425.248556622,472416.290805137,519076.207992866,340195.789288121,198192.487810185,172305.560363403,251370.056868468,474077.245608033,364204.786944692,102726.482669573,408711.238558835,662040.74643456,501797.500989438,386451.504649351
"P00368",770963.138351708,195337.442244325,468162.734385327,527021.050903517,469349.830430424,242344.542712259,250085.814013923,391955.702749641,488852.952333056,503387.48283485,98221.2017668974,470214.471597673,996520.323050148,1404595.96327788,376411.085665775
"P00369",894163.634798295,281354.440343607,502939.442073809,577830.511965812,882821.409623006,255062.031051219,318745.275276109,513555.361548835,703877.418621158,560929.673478533,174071.297648897,649401.254245866,1529444.40678521,1681716.43823053,553784.121580573
"P00370",200373.951927713,40439.1686864812,111431.276608219,134326.120459133,117504.760547393,44066.3974327348,72565.4889934637,82532.5965100135,152523.134614012,174512.712171155,33675.0415740112,90560.8498494781,293437.73221689,408313.270200567,87952.8329117244
"P00371",492047.38914045,194396.377100343,293851.839300498,395918.644865998,366701.722117254,183129.045884548,126468.468592083,181426.989988748,424581.636327176,339432.471340309,90611.028295714,274824.821025349,673955.424175713,770498.761305064,328547.639303814
"P00372",446693.876827355,125861.597344193,295720.467937236,304898.265287766,308174.500515247,117085.593285046,226373.481021872,277325.939789926,261912.272176617,222484.177689102,78950.0165222565,243665.834902467,710053.212317639,1913071.62002403,238899.679727408
"P00373",1401371.05196442,218259.102833955,391553.621671903,1133047.13551618,380830.454832315,233491.51441187,513780.109780398,231603.030717261,380421.747199681,948256.751349502,132965.326837106,460564.161737317,2457310.277859,846154.897982982,363038.389179505
"P00374",295541.439383764,77107.7723710636,215983.995108445,199339.710744934,192578.500454492,97515.5725501193,81525.7733410341,130009.145476648,209193.366553819,213615.973834062,65072.804195462,185742.727461561,383885.195697371,527361.9589625,200113.666685558
